#{"t_start": 1629966016.4692197, "env_id": "ShipNav-v7"}
r,l,t
-0.138119,2221,85564.98878
-0.446175,2795,86140.826335
-5.50313,674,86220.980993
0.781342,529,86276.76845
0.35924,1031,86502.272159
0.662967,745,86645.442806
0.788976,338,86688.274659
0.242759,1445,86928.333425
0.818117,335,87044.435679
0.349483,1528,87324.086921
0.574185,743,87409.174459
0.576883,1058,87612.177687
0.525929,888,87803.721562
-5.223353,356,87846.631614
-5.454265,671,87987.262537
0.061408,1652,88218.569361
0.890192,215,88247.09475
0.529265,783,88388.191656
0.661033,490,88442.464108
-5.179465,218,88465.417111
0.871117,309,88540.983481
0.390629,929,88661.749144
0.440719,1269,88873.517409
0.691442,705,89023.608311
0.754033,519,89078.356834
0.428337,900,89261.982121
0.232542,1442,89523.922406
-5.159072,191,89547.758945
0.435306,1018,89793.370891
0.388722,1461,90045.996494
0.312734,1175,90277.664269
0.781942,601,90393.922502
-5.199636,349,90438.337304
0.871883,283,90490.534076
-5.320875,719,90635.172095
0.659066,519,90693.780679
0.65555,720,90841.653029
0.578575,917,91025.526036
-5.231732,293,91064.08298
0.67675,692,91151.024138
0.320913,1123,91351.54032
-5.592934,759,91535.945689
-5.776444,946,91705.405114
0.765452,341,91747.18593
-5.559379,995,91923.345058
0.596175,536,91980.835872
0.412558,1379,92218.300993
0.714792,622,92373.160118
-5.309862,409,92419.526992
0.704708,748,92574.674971
0.176178,1364,92798.273149
0.886433,274,92832.322831
0.759967,455,92887.956786
0.851983,387,93038.461973
0.726342,481,93092.212841
-5.201374,296,93125.565493
0.551697,763,93258.87272
0.608825,841,93417.359831
-5.167524,266,93453.444775
0.821333,416,93512.728747
0.722572,395,93600.968625
0.761367,441,93647.667224
0.801776,309,93694.039304
0.670384,530,93798.626196
0.679674,481,93854.331746
0.736575,610,93933.674062
0.814083,418,94059.848279
0.623683,808,94138.875695
0.784908,441,94265.493108
0.884592,281,94296.638417
0.77593,500,94366.370588
0.594963,519,94484.778877
0.406386,1187,94673.658028
0.700124,538,94747.392225
-5.889367,1276,94996.41194
0.787508,291,95034.316502
0.239927,1247,95263.621581
-5.393157,565,95387.371725
0.767317,524,95477.552368
0.539865,995,95621.729535
0.553765,735,95768.726754
0.266991,1331,95989.223709
0.676687,380,96036.147564
-5.560545,868,96202.570647
0.734475,727,96300.037583
0.385257,1231,96530.505646
0.364405,1179,96733.044956
0.687294,556,96839.113894
-5.584929,1048,97022.979402
-5.104538,149,97038.435054
0.556267,951,97153.958684
0.725692,507,97270.474711
0.777017,621,97355.151018
0.609792,931,97523.515675
0.925583,159,97540.558629
0.654492,622,97663.123206
0.834642,328,97702.145519
0.110485,1560,97940.520626
0.847233,343,97978.585413
-5.1474,261,98071.07918
0.913658,198,98095.342104
0.65255,742,98211.728725
-5.122867,185,98275.274464
0.8776,268,98308.701413
-5.237842,427,98356.207902
0.651733,690,98456.160287
0.88285,319,98510.931883
0.825433,393,98555.872702
0.147958,1200,98740.177273
-5.810055,1186,98959.795911
0.717225,728,99095.504043
0.893392,296,99125.292043
0.541519,890,99288.002655
0.868008,325,99333.238756
0.728942,519,99402.8392
0.807241,265,99476.513503
0.782298,315,99521.59403
0.112361,1763,99757.798548
0.822433,403,99857.398003
0.713558,567,99929.929067
0.899058,259,99962.731794
0.425705,1155,100163.919588
0.626673,456,100277.606541
0.613918,753,100365.416564
-5.29309,565,100471.195678
0.618725,694,100555.937106
0.413625,1123,100714.53665
0.061434,1548,100950.051742
-5.584188,689,101072.810218
0.87895,217,101099.248131
0.709633,623,101187.617996
-5.323114,442,101272.519789
-5.351328,727,101353.596187
0.796892,561,101476.957815
0.814925,469,101522.066227
0.506131,1092,101725.85798
0.853842,301,101776.672115
-5.332242,506,101861.763685
-5.355304,400,101908.930437
-5.666428,1062,102110.857219
0.281675,1007,102261.639543
0.510933,1221,102461.689684
-5.127075,183,102483.492585
0.591333,919,102628.162404
0.782375,452,102685.886451
-5.232278,275,102724.540284
0.491088,766,102898.620904
0.57555,873,103007.422548
0.517507,609,103160.501684
0.421544,1023,103318.274736
0.797483,377,103365.403451
0.685983,551,103497.234274
0.683642,864,103613.694283
0.757854,576,103739.8452
-5.13661,183,103762.200371
-5.379994,541,103841.567493
-5.117842,175,103862.230063
0.686567,846,104001.569582
0.694125,709,104133.386229
0.4371,1143,104330.395911
-5.323837,449,104380.222562
0.3234,1318,104565.141673
0.603872,603,104640.0224
0.824025,362,104736.136233
0.814783,454,104801.756525
0.859883,231,104826.764527
-5.768974,1045,104974.233792
-5.222348,297,105014.364182
0.812733,437,105116.294576
0.768483,536,105174.114898
0.7699,377,105218.61175
0.822583,255,105291.265531
0.435695,986,105424.638829
-5.233879,374,105506.799879
0.788708,485,105563.198609
-5.467242,921,105719.661845
0.868,258,105763.916907
0.778568,429,105815.98529
0.765265,369,105914.848899
0.7826,341,105959.556102
0.548888,633,106041.345757
0.595016,609,106184.685284
0.496015,698,106328.025453
0.783792,585,106388.126635
-5.256694,334,106437.210156
0.490919,853,106554.492026
0.745633,643,106628.730822
-5.124648,185,106712.767379
0.504512,843,106843.484854
0.462742,780,106991.464516
0.778783,284,107027.784222
0.802068,277,107063.236213
0.681862,485,107206.766605
0.869967,266,107237.711555
0.376907,1133,107430.487296
0.49715,950,107587.571355
0.47613,921,107693.940097
0.7017,387,107781.226541
0.572478,631,107878.262882
0.921567,215,107905.825831
0.664642,878,108085.481513
0.831475,416,108139.042442
0.7267,572,108306.20331
0.75474,295,108340.356362
0.670567,593,108479.686327
-5.500155,696,108580.034877
0.583608,835,108724.306764
0.870195,222,108753.834644
0.794383,541,108823.662839
0.361953,1209,109027.340679
-5.27376,361,109111.682479
0.825458,261,109142.87073
0.7509,567,109221.879476
0.728404,529,109338.130304
0.80998,400,109390.300253
0.536311,676,109499.112878
-5.10196,133,109511.212003
-0.037141,1511,109741.262123
-5.328622,501,109802.833192
0.744775,578,109912.533134
0.568526,662,109981.33081
0.536258,950,110130.012804
0.422958,1184,110335.853415
0.7519,514,110391.966864
0.408925,1329,110600.326177
0.777783,497,110712.42662
-5.548711,757,110795.878871
0.761675,402,110925.537112
0.401756,763,111029.352604
0.648158,771,111186.624608
