#{"t_start": 1629966016.6339629, "env_id": "ShipNav-v7"}
r,l,t
0.826733,434,97696.446227
0.674478,547,97752.895965
0.515138,715,97901.783262
0.665688,558,97964.243515
0.621358,898,98136.400215
0.497032,949,98315.973597
0.85315,394,98358.759735
0.911975,223,98381.953268
0.57115,859,98521.670333
0.560797,535,98582.238693
-5.737512,912,98735.392789
0.825533,432,98846.27026
0.000508,1547,99097.462604
0.357892,1228,99296.052267
0.851458,314,99340.496213
0.61055,782,99481.056381
0.516521,691,99574.042109
0.555289,660,99683.153497
0.591067,871,99778.256952
0.644083,661,99915.294758
0.810458,418,99967.896274
0.77,502,100077.996735
0.787013,375,100120.051636
-5.399679,529,100201.038362
0.196476,1170,100396.364728
0.719008,526,100504.848329
0.500417,783,100590.273694
0.8697,243,100646.174588
0.482348,1054,100783.051434
-5.108951,158,100839.620011
-5.736524,1349,101038.83186
0.754392,571,101125.634125
0.670898,729,101249.562519
0.7421,680,101323.024293
0.425685,756,101467.240127
-5.165267,297,101496.806337
0.736092,688,101643.661228
-5.107117,151,101663.036279
0.720467,409,101712.970133
0.553458,1138,101888.374501
0.521535,910,102056.077197
0.598333,668,102149.973046
-5.442349,692,102265.215882
0.788264,341,102306.427398
0.897808,245,102335.933566
0.598257,740,102477.942194
0.534608,1107,102646.605803
0.452678,1014,102854.950631
0.833744,258,102888.395602
0.680467,635,102965.020699
0.837567,449,103081.310806
0.751342,461,103158.226061
0.8054,417,103201.322513
0.666011,417,103295.739588
0.673267,689,103377.231486
-5.439115,656,103524.614919
0.900475,214,103552.574077
-5.193252,380,103605.623627
0.505913,621,103737.957519
0.807917,525,103800.980162
0.93445,153,103834.575756
-5.644028,1217,104018.021641
0.88925,281,104049.529668
0.819042,394,104144.845592
0.853733,315,104193.251899
-5.173955,261,104223.560115
0.596492,847,104372.154757
0.843775,399,104416.845952
0.375707,1271,104598.661884
0.87675,242,104629.393633
0.746942,620,104756.337025
0.556908,675,104843.633829
-5.111354,117,104895.552076
0.053593,1299,105082.870562
0.689225,748,105176.313836
0.683258,528,105279.336563
0.71998,443,105334.349774
0.637752,664,105429.010348
0.461551,876,105569.587516
0.614328,590,105687.153432
0.884775,225,105713.76624
0.778192,536,105790.849249
0.569333,955,105964.677047
0.815134,328,106006.282363
-5.319462,335,106103.755002
0.183424,1311,106336.760051
0.642497,677,106405.33253
-5.238975,448,106492.18077
0.348275,1043,106604.571474
0.682354,495,106731.344312
-5.30203,497,106814.896711
-5.455689,938,106985.25838
0.302125,1942,107316.585907
0.851883,402,107411.033698
0.758683,553,107492.358923
0.399363,1183,107659.375105
0.31318,1281,107875.608873
0.8389,346,107919.600402
-5.224225,407,108041.694438
0.435755,978,108253.607528
0.875559,190,108282.402494
0.879208,309,108321.511739
0.733608,560,108390.110793
0.837758,402,108503.843885
0.824288,254,108534.848927
0.157376,1251,108747.271181
0.793545,313,108789.432505
0.58445,928,108963.223213
0.015806,1557,109194.003824
0.747092,542,109315.556932
-5.65729,1090,109444.412956
0.923175,193,109502.163043
0.661892,792,109597.235923
-5.141225,225,109624.113195
-5.226546,330,109710.26161
-5.348933,598,109784.387413
-5.256351,479,109866.891079
0.713148,578,109943.853094
0.866483,250,109969.441476
-5.522595,914,110113.127434
-5.318599,471,110182.543089
0.726725,609,110308.868023
0.636508,601,110374.19524
0.573749,761,110512.273643
0.596977,793,110663.923767
0.344052,806,110752.240245
0.493028,869,110936.561771
0.094146,1472,111189.961972
0.415442,898,111369.862576
