#{"t_start": 1629966016.3038104, "env_id": "ShipNav-v7"}
r,l,t
-5.326692,719,57243.881772
0.833975,341,57283.622849
-2.883433,3000,58172.84274
-2.157733,3000,58915.395184
-2.118258,3000,59780.387838
-2.088692,3000,60532.092729
-2.083533,3000,61365.839694
-2.101033,3000,62088.377346
-2.123475,3000,62665.121353
-5.245075,508,62894.734992
-5.20993,364,62939.587004
0.244926,1462,63238.106722
-5.331585,560,63292.23372
-2.09695,3000,64134.586422
-2.123667,3000,64967.874671
-5.181422,314,65024.856264
-2.474475,3000,65967.480045
-5.388681,624,66032.92404
0.101575,2077,66547.974827
-2.210209,3000,67264.725052
0.132166,1699,67799.008153
-5.607086,1092,68055.892315
-2.142542,3000,68869.287337
-2.119158,3000,69667.523937
-2.255836,3000,70475.662296
0.184977,1816,70774.455715
-2.194383,3000,71733.283832
0.827658,460,71789.884262
-2.304509,3000,72700.879936
-2.234998,3000,73398.980297
-5.362745,718,73485.005491
0.070885,2263,74113.241642
-2.174733,3000,75006.872097
0.57915,1032,75255.8313
-5.267475,411,75322.840507
0.248228,1473,75702.678643
-2.584142,3000,76487.721101
-2.535592,3000,77396.514224
-2.265214,3000,78115.3804
-2.430232,3000,78963.427319
-0.096973,2020,79384.507162
0.219794,1501,79779.335234
-0.69387,2391,80320.251206
-2.269867,3000,81136.523793
-2.4689,3000,81914.807197
0.613808,1000,82130.991038
0.256928,1306,82396.817146
-2.66581,3000,83113.627709
0.405708,1238,83406.251801
0.103474,1517,83910.82635
-5.439433,900,84007.81856
-5.407633,781,84199.955255
0.392699,1212,84451.746712
0.144183,1762,84743.160451
0.450523,861,85000.761776
0.373975,1304,85270.356112
0.367507,1466,85558.528932
0.557475,1155,85769.450125
0.164649,1316,85991.014074
-5.255417,543,86169.355473
0.886,313,86201.029728
0.380417,1205,86424.11054
0.692308,648,86511.649833
0.684908,730,86654.364453
0.648967,831,86815.044862
0.652425,714,86909.520779
-5.331243,530,87048.511933
0.647608,828,87141.13591
0.545888,762,87333.646772
-5.274417,532,87396.475553
-5.235613,324,87504.636128
-5.26325,431,87551.85794
0.304662,1325,87805.8811
0.764067,624,87879.60144
0.870842,320,87965.879043
0.529042,944,88085.497701
-5.2603,435,88174.867241
0.46395,920,88342.327649
0.337205,938,88446.77609
0.583183,897,88600.925598
0.387024,1050,88788.493477
0.427808,1353,89014.311561
0.530261,713,89157.862137
0.040717,1619,89447.48255
0.422803,1198,89702.05331
-5.578904,1253,89934.650254
0.856442,324,89976.343992
0.381932,1160,90201.199029
0.652353,483,90270.235336
0.788558,518,90378.918434
0.638208,910,90568.668108
-5.133313,192,90593.556764
0.86675,266,90622.922385
0.625521,803,90756.985041
-5.278249,496,90834.05809
0.0887,1261,91062.90541
0.593833,757,91203.037155
-5.279471,482,91266.697672
0.405017,1003,91500.438697
-5.127,171,91518.154092
0.892175,281,91547.979393
0.440992,1034,91728.368094
0.573508,946,91887.257881
0.340487,1218,92106.667416
-5.273362,356,92149.299109
0.411505,816,92338.16513
0.921658,197,92358.969642
0.688908,774,92447.758422
0.902425,196,92528.775065
0.274929,1086,92686.142379
0.7639,597,92797.13137
0.263072,1239,93051.165018
-5.163943,203,93074.118073
0.493346,904,93217.110887
-5.170725,240,93249.558074
0.812992,463,93300.674336
0.423948,1188,93518.483369
0.72295,610,93630.801446
0.850117,307,93675.251415
-5.276576,402,93717.883791
0.061075,2113,94087.501455
0.667683,759,94239.350905
0.665,673,94318.593984
0.8522,397,94377.415094
0.613767,762,94521.611992
0.783675,534,94588.10529
0.619305,800,94741.597007
0.632842,563,94895.174682
0.340744,1073,95036.490996
0.75051,466,95171.501088
0.626483,975,95331.488517
0.709292,522,95412.74826
0.640033,956,95583.280059
0.793033,438,95626.375978
-5.256946,496,95741.999133
-5.351689,453,95815.655298
0.239242,1346,96021.768063
0.398642,1155,96226.670007
0.752942,649,96313.151067
0.750189,478,96429.841299
0.520233,1194,96659.240507
0.72185,683,96738.139007
0.603058,922,96902.465028
0.651842,636,97022.983118
-5.284316,382,97063.198575
0.417979,871,97219.147234
0.823483,429,97281.448181
-5.304654,483,97346.677023
0.21855,1101,97535.680407
0.841017,315,97571.301067
0.659183,930,97728.791775
0.805625,463,97827.260925
-5.341818,417,97891.820588
0.579649,623,97961.770126
0.636249,571,98089.94732
0.741625,456,98150.772807
0.434781,1175,98352.482625
0.556442,1033,98509.489367
0.595492,705,98588.449684
-5.484153,705,98719.152671
0.665525,838,98896.104255
0.474358,922,98998.501928
0.680612,556,99116.573937
0.883917,312,99150.290581
0.554475,1019,99337.11837
-5.419583,681,99469.601952
0.671133,624,99548.023882
0.394268,1094,99711.158379
0.877017,275,99741.167369
0.789108,367,99779.947119
0.689607,498,99897.975223
-5.178642,299,99934.040429
0.735883,674,100067.201949
0.924117,176,100086.902894
-5.157914,287,100119.141871
0.482641,754,100284.101117
0.517076,963,100397.526578
-5.115313,147,100414.436128
0.647175,680,100537.320668
0.844483,437,100586.281758
0.542583,572,100683.099639
0.238815,1452,100904.549682
0.884267,292,100939.162931
0.7498,556,101043.239252
0.697292,557,101128.119903
0.650942,715,101250.170903
0.704125,664,101321.920239
0.868817,330,101357.209098
0.58655,993,101522.184156
0.712918,429,101643.646545
0.233961,1203,101830.44585
0.736272,397,101877.027104
0.556258,826,102031.524868
0.545839,1017,102169.24196
0.838358,331,102243.200074
0.656638,594,102314.214753
0.539986,717,102453.43429
-5.122433,171,102473.419025
0.686138,504,102533.737333
0.776517,533,102633.066647
0.665908,535,102701.49991
-5.37298,545,102798.859348
0.640777,705,102937.633661
0.547525,731,103088.039704
0.85105,377,103153.756456
0.850675,286,103185.547642
0.7139,662,103304.537949
-5.380819,493,103364.560555
0.884208,324,103403.250581
0.8916,235,103497.080028
0.867267,286,103534.759071
0.589375,674,103630.456466
0.738183,586,103752.841777
0.877275,332,103792.249804
0.602358,842,103944.870348
0.179062,1369,104168.787356
0.324633,1519,104394.290417
0.736218,303,104427.19377
0.138628,1237,104605.911131
-5.149467,283,104643.404338
-5.189178,216,104722.693259
0.897242,252,104750.694235
0.401108,1642,104978.777614
-5.125708,184,105004.068767
0.756583,559,105121.750107
0.717258,695,105197.52328
0.441559,926,105351.632288
0.393867,1234,105550.793199
0.788625,455,105608.047468
-5.211679,309,105688.582494
0.569532,751,105791.115929
0.66275,838,105946.520441
0.787533,573,106024.318845
0.669383,754,106186.344491
0.638842,611,106281.641005
0.648542,757,106398.167548
0.783842,382,106454.376986
0.846158,314,106512.410152
0.371943,1128,106699.709159
0.367516,682,106808.798776
0.679808,734,106949.184234
0.737708,525,107019.916427
0.313834,1142,107243.937971
-5.871007,1210,107446.84132
0.721942,495,107515.991823
0.843092,400,107596.162402
0.873133,279,107626.745905
0.794858,332,107665.078176
0.568692,613,107780.127433
-5.223262,290,107832.835389
-5.109725,173,107856.136947
0.84515,379,107904.251426
0.634767,791,108073.124794
0.831358,400,108124.640238
0.768767,508,108282.870467
0.888942,270,108317.402952
-5.425467,952,108498.477629
0.675794,437,108552.467535
0.802764,370,108611.255575
0.76555,554,108722.450684
0.734875,685,108812.394714
0.845678,276,108892.960704
0.493092,870,109010.1694
0.736075,696,109132.855367
-5.585418,684,109241.571179
-5.351601,714,109369.63226
0.666945,572,109431.674927
-5.5059,1107,109597.192178
-5.178476,270,109629.362413
0.52245,926,109789.368198
0.898967,190,109810.062051
0.84635,255,109867.901078
0.757425,483,109935.618941
-5.116667,182,109952.968481
0.699467,720,110067.803845
0.568386,692,110155.078191
-5.453868,798,110315.58867
0.515239,983,110461.874162
0.478952,1092,110662.034641
0.615608,854,110755.375155
0.238118,1257,110993.599066
0.558758,867,111167.462739
0.549455,816,111336.470967
0.651232,424,111388.557364
