#{"t_start": 1629966015.817919, "env_id": "ShipNav-v7"}
r,l,t
-2.151242,3000,55602.262339
-2.226939,3000,56605.718123
-2.466517,3000,57254.675217
-2.461117,3000,58148.35176
-2.264108,3000,58888.569344
-2.154095,3000,59656.264277
-5.29555,493,59806.448426
-2.179783,3000,60567.12058
-2.182858,3000,61470.804899
-5.225998,401,61526.269341
-5.211533,461,61605.575739
-2.062567,3000,62305.531943
-2.367749,3000,62976.682285
-2.185617,3000,63636.163001
-2.15505,3000,64530.461868
-5.152433,247,64565.886429
-2.283971,3000,65349.174522
-2.321575,3000,66238.813681
-5.639451,1044,66498.083927
-2.085708,3000,67210.522298
-2.578745,3000,67867.977195
-5.1287,243,68050.194291
-2.189183,3000,68862.546698
-2.461693,3000,69660.336882
-2.188958,3000,70469.456842
0.079696,1493,70733.046275
-2.304624,3000,71527.418601
-2.142833,3000,72384.157818
-2.1007,3000,73134.221283
-2.32405,3000,73998.901667
-2.268337,3000,74794.317592
-2.214483,3000,75406.105977
-2.686939,3000,76408.576805
-5.279738,378,76449.040535
-5.503567,1037,76752.764041
-5.257657,398,76803.977663
-2.532424,3000,77707.773679
-2.286767,3000,78363.137273
0.384258,1550,78747.426169
-2.247492,3000,79669.709656
-0.253043,2924,80271.947412
-2.679762,3000,80969.331503
-2.575138,3000,81867.952717
-2.702525,3000,82437.470228
0.663625,693,82672.262074
0.059734,1698,83075.985192
-5.1707,300,83116.661478
0.69075,635,83333.046785
-0.055577,1732,83724.316281
0.4572,1489,84043.261872
-6.119524,1726,84447.041091
0.269275,1644,84722.082571
0.003458,2411,85279.074025
0.682425,858,85499.426686
-5.37079,685,85575.963465
-5.956801,1323,85803.271298
0.76925,524,85938.413768
0.620879,669,86015.966401
0.384816,975,86234.128669
0.641442,732,86405.607875
0.643908,855,86518.774224
-5.63787,1014,86700.05353
-5.150192,231,86727.358355
0.798017,366,86827.444563
-5.588301,888,86944.038792
0.765192,386,87064.469086
0.738183,624,87134.426217
0.497533,847,87335.892936
0.740308,440,87387.917879
0.639733,792,87548.348515
-5.221824,286,87592.300853
0.493171,737,87764.869607
0.621558,684,87847.865386
0.508625,1206,88050.111983
0.744559,505,88143.347803
-5.213391,323,88182.56598
0.650823,524,88250.694462
0.727633,691,88381.471133
0.73588,514,88437.181005
-5.281526,368,88518.765751
0.177859,1415,88764.979955
-5.130433,183,88783.382655
-5.439992,782,88871.340573
0.65485,822,89033.941062
0.263088,1213,89247.872588
0.463624,1011,89458.744257
0.012525,1710,89789.303964
0.926,186,89811.871705
0.495018,1051,90013.921331
0.784635,468,90142.987173
0.409953,1172,90346.090037
0.173101,1128,90503.126717
-5.169879,240,90594.62929
0.279017,1381,90795.99477
-5.151045,193,90836.357289
0.889608,218,90865.634507
0.7505,556,91000.80069
0.748032,402,91053.844672
0.848817,291,91089.836884
0.660917,776,91234.383561
0.884158,247,91267.715585
-5.107617,180,91293.068873
-5.22075,438,91356.47783
0.159408,1162,91600.670979
0.706858,662,91723.393566
-5.202896,269,91758.790424
0.82075,354,91804.845659
0.897042,245,91870.699516
-5.302782,403,91933.649976
0.769128,295,91966.405337
0.568708,715,92115.713016
-5.260182,489,92173.945521
0.830325,377,92224.589344
0.541913,540,92370.757139
0.789975,431,92418.920753
0.86105,289,92455.466835
0.693848,489,92577.96435
-5.219875,345,92637.533729
0.308206,1409,92851.348542
0.42507,844,93054.482874
0.676425,706,93133.488639
0.599325,885,93280.118881
0.73095,584,93409.517736
0.443057,856,93525.258258
-5.359801,503,93625.580832
0.667233,589,93700.095757
-5.144467,198,93721.964191
0.6509,707,93848.767648
-5.364044,570,93920.566461
0.448583,1190,94126.116193
0.699574,495,94255.64597
0.905683,266,94287.826774
-5.387725,889,94460.572653
0.811917,488,94514.401271
0.853758,404,94561.727461
0.665496,717,94711.621639
0.313424,1170,94940.627872
0.682592,660,95025.249869
0.5561,752,95197.075863
0.90745,173,95214.993574
-5.510959,834,95368.494353
-5.464461,615,95473.854544
0.57286,622,95582.737967
0.70015,784,95663.938144
-0.048422,1385,95911.524665
0.578706,808,96053.608392
-5.457164,687,96193.896855
0.392623,893,96314.819968
0.633817,589,96446.334843
0.606958,871,96636.635379
0.396356,1046,96756.182539
0.882425,319,96836.451911
0.846008,374,96892.149948
0.695808,528,96954.883759
-5.298227,458,97053.115562
0.55435,990,97221.564951
0.631942,490,97293.387227
0.816367,456,97354.248701
-5.256232,308,97438.397745
0.600107,736,97535.542468
0.110526,1346,97738.927015
-0.025367,2035,98097.279052
-5.148356,178,98120.365863
0.549146,831,98287.758587
0.7968,496,98345.327745
0.589858,724,98447.421056
0.768575,443,98517.288992
0.779383,516,98575.474366
0.7699,493,98681.886685
0.637183,750,98764.886264
0.87145,242,98873.377724
0.72815,511,98936.356275
0.818655,268,98965.901944
0.827392,434,99068.627029
0.745267,483,99120.473658
-5.206721,268,99149.812728
0.651567,820,99308.064566
0.440338,839,99420.408049
0.780901,330,99497.057296
0.809075,388,99555.088255
0.72435,585,99658.469139
0.7421,539,99720.516166
0.284238,1196,99913.574202
0.879317,236,99943.195579
0.929967,179,99965.927978
0.71215,615,100088.640616
0.819044,413,100136.35647
0.354975,1428,100380.748518
0.7829,555,100480.833236
0.683567,800,100580.095515
0.71115,474,100663.870189
0.4403,1469,100888.707641
0.69105,756,100981.50897
0.43435,1016,101156.054784
0.778036,436,101245.182007
0.804625,449,101291.454863
0.593398,818,101430.661157
0.573974,790,101524.576107
-5.217892,393,101641.269356
0.790567,282,101676.94654
0.393024,918,101828.409719
0.647475,856,101930.644511
0.842192,371,102029.488679
-5.358098,774,102139.823045
0.684908,667,102252.078662
0.821058,421,102301.765289
0.879914,236,102330.943079
0.793717,420,102420.387691
0.595217,758,102525.129079
0.654414,639,102637.589673
0.672135,590,102714.123541
0.267371,821,102896.67937
-5.491086,752,102989.22822
0.294656,1332,103221.265107
0.799075,556,103334.153406
0.886267,242,103363.830964
0.715933,681,103511.704335
0.898592,176,103535.352194
0.690177,545,103609.94176
-5.274807,402,103714.155586
0.774473,341,103756.85351
0.857233,380,103802.69071
0.777859,364,103860.35123
0.547692,1046,104023.12919
-5.432872,591,104141.13053
0.421833,1493,104376.219898
0.8127,432,104424.19951
0.799425,506,104522.061507
0.659838,447,104568.727028
-5.442037,641,104704.354663
0.162996,1480,104917.215363
0.842308,325,104951.755194
0.628917,742,105081.496323
0.620217,634,105161.960462
-5.299583,503,105220.597318
0.493733,1179,105419.11972
-5.212448,231,105484.004903
0.594925,1004,105604.874763
0.595909,919,105771.812529
0.586415,629,105903.352541
-5.552517,924,106022.032419
0.672942,518,106152.994108
-5.470769,847,106279.361334
-5.297969,378,106359.645979
0.675008,619,106435.760035
0.74587,353,106499.096951
-5.272071,646,106567.520749
0.881742,320,106601.532209
0.409564,962,106808.534411
0.731178,488,106873.379929
-5.185191,270,106952.156214
0.912208,224,106984.463115
0.716175,544,107054.191701
0.60703,718,107226.197945
0.274226,1156,107419.823292
0.682392,637,107508.639464
-5.185965,351,107583.057468
0.832992,350,107621.431818
0.906667,172,107642.662458
0.733875,499,107700.907094
0.122858,1505,108019.321367
0.545796,804,108118.623216
0.388075,1194,108360.669661
0.515138,621,108503.257865
-5.139992,236,108531.412914
0.567209,682,108629.231967
0.7381,743,108767.188074
0.901683,200,108793.88687
0.766888,306,108832.023407
0.335617,1323,109091.236217
0.801192,522,109152.730836
0.666125,594,109250.671515
0.598559,858,109394.416012
0.256227,879,109521.573538
0.470853,849,109628.88948
0.663998,506,109735.18765
0.789442,446,109791.769919
0.664133,466,109872.107579
0.506507,785,109970.445208
-5.627548,856,110106.94293
-5.250443,435,110173.593826
0.833358,409,110274.504741
0.675392,606,110343.895464
-5.092975,130,110356.767609
0.655288,783,110484.182817
-0.360133,2364,110907.401666
-5.130858,196,110931.919273
0.287268,1233,111157.183059
0.737058,572,111243.408664
0.928067,194,111269.074131
0.707874,358,111363.502221
