#{"t_start": 1629966015.979984, "env_id": "ShipNav-v7"}
r,l,t
0.92285,217,96763.459672
0.885525,259,96837.614165
0.773375,523,96913.632003
-5.305313,520,97020.580941
-5.283617,504,97074.111399
0.676083,658,97158.604139
-5.287871,515,97277.572514
0.170325,1575,97531.833399
0.623075,805,97674.502681
0.928492,192,97697.650439
0.78449,266,97726.967908
0.559149,768,97878.128999
0.273841,1330,98090.751305
0.53535,690,98197.558446
-5.961905,1362,98397.550433
-5.279534,377,98466.589567
0.740218,532,98542.524662
0.6539,662,98669.270997
0.261382,1226,98888.805093
0.909333,207,98915.356874
0.880075,278,98946.973346
-5.161025,271,98975.738661
0.482475,989,99138.339193
0.484911,790,99290.933559
0.527828,659,99381.150434
0.323673,923,99542.002206
0.783192,348,99584.445629
0.493203,720,99702.116132
0.89815,286,99733.851573
0.637058,947,99899.672519
0.661442,640,99977.808464
0.398183,1481,100277.395684
0.687158,444,100328.237214
0.625529,484,100387.654943
0.747256,406,100472.749324
0.665333,789,100568.754179
0.465633,1028,100716.263373
0.663583,840,100867.454062
0.732008,509,100927.563844
-5.356991,534,101027.300596
0.734172,347,101073.812482
0.821917,469,101145.308496
-5.485929,980,101292.157461
0.863858,324,101328.75941
0.9241,199,101350.806798
0.714272,649,101483.262273
0.883417,261,101506.300797
0.494635,692,101658.098917
0.567675,1003,101794.638595
0.590555,722,101905.076724
-0.117838,1481,102154.997822
0.803,488,102246.920121
-5.209405,263,102276.481417
0.713029,538,102342.021066
0.792092,492,102455.175116
0.751567,637,102531.180246
-0.097358,2131,102912.607054
0.50582,804,103070.865447
-5.143381,208,103097.127548
0.369167,1587,103344.52055
-5.273419,324,103383.158227
0.708408,492,103509.311796
0.719458,592,103589.419473
0.492473,907,103758.886581
0.719742,472,103830.466609
0.857433,336,103868.699569
0.608178,545,103970.565073
-5.149287,202,103995.611408
-5.178783,300,104032.134689
0.860242,238,104059.374678
0.444966,729,104206.250319
0.685442,703,104338.547084
0.815992,453,104390.011447
0.590483,842,104524.352018
0.636601,455,104572.238834
0.58419,745,104719.175554
-5.163353,263,104748.349691
0.849942,250,104791.063848
0.715617,589,104893.14432
0.813442,405,104934.457107
0.663167,661,105012.862987
-5.422098,764,105149.831735
0.844138,229,105174.938452
0.744108,454,105266.873562
0.693525,684,105352.785379
0.734935,479,105425.350639
0.450341,756,105552.086257
0.775321,425,105603.224204
0.761693,535,105713.016811
0.88365,232,105754.346229
0.830908,420,105804.020377
0.425573,1048,105990.086668
0.638236,662,106141.581666
-5.21845,225,106169.949175
0.490126,1091,106359.175421
0.600333,794,106455.75731
0.75962,396,106523.372275
0.703875,562,106580.569274
0.29675,1014,106789.019839
0.739283,555,106863.494851
0.701383,649,106994.908632
0.517457,737,107172.873
0.802633,394,107220.649195
0.75378,453,107276.575204
0.833062,325,107322.293392
0.665108,623,107445.129461
0.415938,1256,107635.859398
-5.32062,654,107713.332302
0.747958,662,107852.813547
-5.109625,197,107877.855806
0.601718,726,108040.829396
0.642416,564,108110.435086
-5.109325,162,108131.514378
-5.463102,748,108320.35494
0.81017,286,108352.735568
0.476362,669,108501.972194
0.6647,796,108613.199691
-5.308975,655,108737.192346
0.606233,947,108905.529116
0.735592,623,108993.366428
0.692083,605,109105.598367
-5.182393,223,109131.570448
-5.405963,510,109198.991614
0.470592,1052,109387.301802
0.744301,321,109421.780959
0.467867,1073,109579.32807
0.78452,399,109628.99537
0.284342,909,109787.03593
-5.1369,197,109808.593727
0.596158,1053,109965.410935
0.852667,355,110007.091495
-5.365213,528,110104.948386
0.645125,673,110197.450803
0.660288,641,110328.187322
0.788067,470,110378.476164
0.9042,256,110444.209881
0.437648,834,110557.967557
0.658783,703,110696.354351
-5.326871,548,110754.173577
0.876925,299,110788.661619
0.665125,763,110964.279863
0.365197,826,111139.5534
0.763767,406,111186.441247
0.6654,510,111267.877906
0.795091,438,111372.406768
