#{"t_start": 1629966017.0798607, "env_id": "ShipNav-v7"}
r,l,t
0.579817,1106,37808.092059
-5.102262,155,37829.589554
-2.195683,3000,38604.264297
-2.145742,3000,39439.725617
-2.13491,3000,40194.275082
-2.165058,3000,40979.408279
0.66447,724,41317.530357
-2.120708,3000,41978.841945
-5.221842,477,42151.492275
-2.095,3000,42932.91279
-2.131317,3000,43621.004828
-2.27345,3000,44437.110256
-2.163375,3000,45178.210311
-2.201933,3000,45971.491965
-5.415236,781,46059.204954
-2.1369,3000,46947.36224
-2.347442,3000,47652.17373
-2.1397,3000,48362.981837
-2.0766,3000,49210.725853
-2.526397,3000,49981.831019
-5.212969,423,50238.20812
-2.242533,3000,51001.987145
-2.151717,3000,51774.055117
-2.601458,3000,52575.974846
0.768508,644,52647.905544
-5.517065,598,52898.827038
-2.62596,3000,53610.668262
-5.267423,382,53872.756944
-2.280592,3000,54565.235548
0.84925,406,54614.323766
-2.316123,3000,55470.022203
-2.396507,3000,56348.489108
-5.094042,146,56367.18122
-2.263549,3000,57162.330666
-2.0651,3000,57908.954126
-2.095008,3000,58591.477102
-2.344692,3000,59583.365268
-2.095642,3000,60205.816293
-2.323874,3000,61254.712084
-5.251191,327,61291.343412
-2.187342,3000,61852.673267
-6.256064,2070,62351.103103
-5.154267,309,62390.300359
-2.358783,3000,63179.127734
0.1221,2183,63616.137259
-2.231445,3000,64493.278551
-2.442388,3000,65301.630593
-5.498078,1099,65624.784081
-2.153792,3000,66314.617262
-2.124633,3000,67155.1003
-2.173842,3000,67836.77495
-5.1768,378,67869.948772
0.035733,2117,68471.138925
-2.278403,3000,69515.583508
-2.225425,3000,70162.804709
-2.352753,3000,70777.691493
-2.522396,3000,71736.659004
0.021854,2109,72154.50317
-5.404661,710,72409.196458
-5.308897,427,72477.399648
-0.031983,2008,73089.561358
-2.237822,3000,73802.451566
-2.341852,3000,74739.429492
0.90135,233,74781.726413
-2.097683,3000,75394.855433
-0.4767,2876,76368.85716
-2.112458,3000,77127.237781
-0.353467,2893,77800.120159
-5.35125,486,78048.980312
-0.160329,2858,78698.45069
-5.626223,1301,79057.387536
0.312208,1629,79402.512767
0.681158,722,79706.589371
-5.418321,697,79904.69225
-5.635345,1167,80050.549431
0.023678,1795,80598.841535
0.542267,1114,80866.951527
-2.210622,3000,81537.815902
-2.447226,3000,82336.720636
0.105114,1848,82707.865212
0.432817,1146,83030.686871
0.368605,1173,83331.327898
-2.361751,3000,84006.477998
-2.299183,3000,84641.753461
-0.007721,1893,85031.655969
-5.861345,1508,85336.841821
0.165823,1367,85667.115549
0.764467,482,85724.645197
0.715625,736,85891.728799
0.585317,1047,86010.322139
0.315475,1635,86390.658007
0.685267,602,86464.031808
0.733183,516,86598.152956
-0.014384,2230,86928.523345
0.4234,1013,87121.326089
0.604775,1013,87341.027121
0.566894,943,87522.207197
0.898808,204,87544.338585
0.192342,1500,87817.972916
0.678729,394,87864.971358
0.377593,1138,88059.19266
0.760283,351,88135.781215
-5.167531,169,88154.355672
0.712292,642,88236.681059
0.884475,316,88289.858821
0.015065,1603,88545.766076
0.834342,372,88602.213493
0.591475,787,88762.968369
0.35288,905,88862.397636
-5.255121,473,88990.700209
0.605995,709,89064.521792
0.78,528,89194.023532
0.329958,997,89405.841467
0.523523,784,89502.883253
0.586325,864,89717.688612
0.694299,583,89802.066275
0.7777,584,89939.450398
0.336166,1193,90166.585654
0.7529,487,90233.78031
0.191166,1540,90491.260422
-5.144113,200,90576.931897
0.578746,704,90658.29438
0.56174,655,90775.847018
0.641733,566,90865.384169
0.401281,834,91037.308887
0.37126,814,91140.288426
0.402349,1173,91347.346675
-5.099525,155,91365.936506
-5.458334,795,91553.335899
-5.311917,530,91679.867567
0.596031,742,91766.189206
0.677442,790,91902.424547
0.542375,963,92092.820306
0.842042,251,92121.442976
-5.507548,745,92216.359657
0.858408,307,92338.96261
0.846283,367,92376.588659
0.581683,1051,92565.757006
0.690873,475,92641.546793
-5.1295,225,92670.741225
0.377116,1384,92878.883273
0.825767,360,93012.165412
0.636317,604,93093.924625
0.751267,559,93195.925231
0.834942,294,93235.798446
0.695901,559,93298.988499
0.872767,329,93399.808988
0.848026,253,93432.013831
-5.306705,400,93490.865375
0.505199,1020,93648.615066
0.188655,1229,93845.175992
0.922533,216,93870.76686
0.865689,217,93898.741235
0.892775,296,93939.174545
0.531917,842,94103.837442
0.448845,791,94266.705267
0.8132,484,94319.600798
-5.507655,624,94463.796442
0.701825,792,94553.809163
0.68085,583,94673.876447
0.827533,388,94731.114767
0.863411,298,94764.340462
0.349133,1087,94991.789958
0.796742,473,95130.716942
0.880058,219,95156.329664
0.699733,684,95237.57271
0.635801,655,95370.919848
0.862833,314,95417.886542
-5.234731,375,95484.479917
0.802984,311,95561.770693
0.668733,848,95644.906885
0.781202,350,95746.058336
0.725508,379,95810.130394
0.10423,1366,96018.791097
0.809998,392,96072.967424
0.78085,438,96179.839245
0.609883,838,96291.934307
0.928592,191,96317.225917
0.882967,230,96400.391192
0.599434,888,96532.677301
0.673,812,96692.739222
0.588725,788,96827.013479
0.834017,400,96884.211141
0.904233,269,96919.024886
0.325108,1399,97119.044995
0.811633,484,97237.178678
0.616285,697,97336.979854
0.794442,328,97377.025247
0.521107,796,97529.337595
0.787008,562,97643.637852
-5.148289,171,97663.872291
0.808217,380,97708.140223
0.707783,607,97769.57502
0.348101,921,97942.840347
0.675158,536,98065.470678
0.907342,166,98085.840477
0.885233,225,98113.87695
0.645709,504,98197.565297
0.763125,669,98323.354683
0.269372,1256,98489.671981
0.532294,760,98642.229074
0.266486,1369,98875.563012
0.443723,890,98978.597626
0.65356,610,99102.292291
0.483505,826,99209.736341
0.666743,427,99306.084733
0.685158,530,99379.002024
0.801199,313,99418.979336
0.591367,1087,99594.90732
0.618617,927,99737.203405
0.611983,837,99890.077485
0.564495,534,99955.776724
0.552268,737,100092.822133
0.808776,319,100130.231363
0.74555,474,100204.361527
-5.170471,186,100283.643691
0.359104,1268,100471.14696
-5.341656,637,100547.834482
0.563008,1031,100697.50006
0.657714,629,100783.410527
0.827042,433,100874.875813
0.602933,939,101021.51633
0.34377,1164,101180.94651
-5.360431,589,101281.121125
0.828567,453,101333.309387
0.851575,316,101415.799099
0.555334,823,101513.132935
0.76335,539,101647.74229
-5.175092,341,101689.450703
0.556317,1050,101856.18068
0.798349,366,101899.045744
-5.331624,455,101960.640426
0.8931,223,102036.960225
-5.151258,293,102075.535691
0.501426,947,102235.44246
0.295283,1061,102364.440264
0.570508,699,102497.773646
0.825789,318,102535.869555
-5.138142,234,102562.585509
0.573108,651,102680.115495
0.580009,520,102771.960965
0.548642,846,102932.67924
0.333856,1241,103165.070856
0.685817,544,103220.928326
0.84122,350,103308.466009
0.80585,421,103360.313216
0.8031,359,103403.069151
0.615183,725,103561.239317
-5.532802,705,103661.49076
0.555295,611,103783.690291
0.613032,495,103857.492324
0.478021,634,103968.741507
0.8871,156,103986.649961
0.785942,563,104055.1656
0.435692,778,104207.656021
-5.190642,355,104248.209317
0.8019,278,104332.908823
0.92075,219,104355.799589
0.752038,487,104411.632647
0.398056,1072,104568.956718
0.780608,567,104640.289835
0.735992,546,104756.776167
-0.007729,1972,105027.304577
0.775426,322,105117.830078
0.922883,147,105133.894251
0.741775,498,105187.595382
-5.320977,445,105282.739663
0.320343,1174,105476.641069
0.505348,923,105585.701122
0.04781,1809,105917.252117
0.702467,716,106009.789652
0.471662,966,106202.26076
0.721767,590,106329.309494
0.630951,582,106388.849638
0.745252,448,106451.75866
-5.128292,209,106498.07268
0.875217,239,106524.994066
0.562894,807,106613.38207
0.624065,852,106803.4447
-5.384804,644,106931.937456
-5.204717,335,106979.160372
-5.578175,674,107065.512144
0.8737,298,107186.191144
0.767708,447,107238.950686
0.784183,447,107301.162935
0.786416,488,107406.520157
0.50882,771,107511.537041
0.722967,669,107621.55842
0.7798,563,107687.047581
0.857801,223,107752.911777
0.857017,258,107786.266267
0.657311,500,107867.159437
0.3366,1136,108079.394529
0.829625,366,108126.671679
0.732967,694,108309.277139
0.726492,483,108366.873625
0.883242,334,108474.174537
0.633733,632,108551.484429
-5.168998,282,108600.099509
0.728367,499,108704.344087
0.751383,625,108785.790522
0.76065,531,108898.167442
0.818817,358,108955.525944
0.508484,842,109095.499694
0.906167,257,109124.736263
0.7729,519,109193.123909
-5.256328,351,109256.715398
0.866233,233,109319.633485
0.727601,367,109370.6585
0.890333,257,109399.510187
0.483419,905,109527.776554
0.844933,406,109583.45246
-5.421274,674,109711.881307
0.635785,541,109779.304833
0.827682,302,109813.008277
0.888683,224,109867.418273
0.728225,660,109951.917036
0.8502,369,109993.018609
0.601687,535,110091.266086
0.834983,364,110136.932919
-5.211824,298,110184.517047
0.521075,880,110340.494391
-5.417625,763,110462.657255
0.579275,730,110564.277542
-5.393774,635,110694.640489
0.533512,917,110795.340238
-5.345883,623,110952.875807
0.683109,538,111028.25304
0.170701,1219,111258.550035
0.657492,521,111373.977634
