#{"t_start": 1629966016.91352, "env_id": "ShipNav-v7"}
r,l,t
0.056259,1975,83340.320666
-5.755051,1310,83680.05361
0.028606,1753,84034.213886
0.729083,655,84200.837705
0.095233,2111,84628.342684
0.591133,745,84728.975258
0.764158,487,84919.10574
0.879092,302,84978.535664
-5.447938,889,85209.609095
0.359462,1184,85462.119313
0.495635,975,85569.090115
0.453317,1421,85806.968281
-5.518002,880,85983.00955
0.477525,1164,86224.735646
0.215333,1682,86519.375401
-5.606269,803,86670.755706
0.747882,631,86808.012887
0.015327,1958,87122.082422
0.259551,1274,87372.98391
0.378267,949,87551.610553
-5.666376,1147,87785.778218
-5.577788,911,87938.646286
0.899983,253,87984.367869
0.239578,1445,88188.275318
0.8986,243,88220.113707
-5.188665,283,88256.437899
0.698008,709,88388.723804
0.632983,809,88518.104824
0.841608,391,88563.095908
-5.390935,522,88635.970621
0.536658,682,88782.389696
0.238407,1098,88981.591788
0.84315,372,89019.557216
-5.373059,523,89074.698684
-5.167898,312,89179.839435
0.589367,982,89322.764657
0.330601,959,89508.490516
0.7574,502,89675.308228
-0.384506,2557,90150.027139
-5.361011,671,90243.072599
0.830617,430,90343.620029
0.114719,1361,90591.57077
0.698542,460,90641.247783
0.278432,986,90801.908482
0.685392,566,90893.388479
-5.471018,647,91039.016346
-5.265219,508,91101.709956
0.595749,564,91220.483268
0.776697,506,91288.807834
0.584376,651,91476.401093
0.8878,191,91499.906768
0.5737,834,91604.988872
0.658283,818,91749.710832
0.792958,400,91802.196212
0.499792,1215,91991.244691
0.382992,1198,92208.919297
0.461617,1244,92436.415013
0.7117,680,92583.24527
0.49309,733,92690.580243
0.714166,388,92776.718797
0.556117,900,92887.402211
-0.201258,2157,93283.244179
-5.498802,1022,93475.29836
-0.025348,1886,93743.216698
0.828992,326,93828.835771
-5.26514,511,93890.389455
0.789067,376,93941.006643
0.381402,972,94118.825464
0.868933,356,94228.750827
0.499481,896,94347.643345
-5.438084,742,94490.630927
0.64495,721,94576.964648
0.513319,792,94730.385505
0.8962,261,94758.974573
0.872508,220,94786.679351
0.875833,269,94905.475069
-0.02498,1477,95174.097167
0.751225,379,95217.79417
0.486698,786,95365.336561
0.658575,769,95489.987478
0.374956,926,95625.295351
0.853592,253,95652.497749
0.208663,1183,95877.099329
0.886233,314,95958.047604
0.433741,891,96068.636815
0.731701,398,96171.732255
-5.440466,566,96245.571602
0.526061,746,96397.904993
0.249617,1251,96638.972332
0.655058,849,96736.695633
0.858225,366,96822.155298
0.793642,524,96895.743718
-5.105583,157,96915.731862
0.28145,1761,97217.212713
0.756883,509,97290.992712
-2.866383,3000,97751.100838
0.60595,880,97917.976724
0.816358,467,97970.062138
0.607142,829,98134.545542
0.782958,493,98218.618909
0.537272,902,98362.446569
0.567683,669,98462.248488
-5.160959,296,98513.244245
0.679183,705,98644.541884
0.873608,313,98678.760191
0.166586,1463,98928.898393
0.817367,475,98980.065853
0.27832,1192,99180.076839
0.22141,896,99340.268338
0.894758,267,99375.348428
0.796292,401,99470.159684
0.225008,1409,99676.606993
0.852417,363,99718.440224
0.874717,242,99743.9638
0.828983,396,99799.705499
0.653478,722,99931.894855
0.72035,572,100001.033688
0.108875,1497,100302.774856
0.725927,410,100350.050453
0.675884,703,100472.055829
0.673719,502,100535.107996
-5.626826,933,100672.127299
0.607117,838,100781.601613
0.791408,481,100878.744196
0.551283,1027,101037.293202
0.187158,1727,101293.430714
0.76345,434,101341.920755
-5.195765,288,101421.042747
-5.293791,549,101492.860865
-5.482135,875,101661.71206
0.595294,935,101789.711573
0.772333,560,101881.264893
0.480575,1007,102060.554154
0.747708,597,102145.903928
0.548425,901,102284.854385
0.646271,412,102335.806953
0.660925,739,102477.701599
0.493137,626,102551.156942
0.556688,969,102710.105148
0.507852,859,102897.612455
0.576908,1039,103084.920444
0.586905,605,103177.21382
-5.404135,590,103287.769202
0.826275,350,103327.923739
-5.439456,836,103494.329676
0.796113,291,103532.782589
-5.387351,479,103598.581296
0.61886,576,103725.772018
0.775133,538,103790.50655
0.795325,505,103865.073878
0.162366,1161,104041.073457
0.751525,415,104139.2933
0.192576,1113,104332.310424
0.26879,893,104431.230138
-5.151517,207,104466.622816
0.568485,697,104570.362585
0.6971,611,104702.775633
0.374492,1079,104835.622814
0.463225,941,104972.638545
0.697378,410,105024.357904
0.821835,283,105110.431855
0.533366,728,105189.197583
0.845733,350,105270.758223
0.744817,553,105340.081221
-5.248559,395,105387.55322
0.625987,665,105519.082827
0.630287,918,105675.731209
0.801258,514,105749.718154
0.384708,809,105901.609062
0.759617,442,105957.584492
0.729367,702,106101.932309
0.697258,567,106186.773283
0.400118,994,106361.651453
0.926825,159,106376.773241
0.708245,435,106435.576117
0.825309,350,106498.592634
0.880875,214,106522.862425
0.73805,639,106588.100232
0.257342,1347,106845.172229
0.84765,311,106928.089172
0.736325,555,107003.107285
-5.216017,315,107044.22146
0.757641,358,107173.487441
0.488167,1094,107313.015784
0.126298,1185,107513.69196
0.757675,563,107611.906067
0.6546,650,107687.169745
0.527738,790,107841.988421
0.505379,744,108009.794251
0.575433,1034,108137.534057
0.610034,685,108318.554819
0.889842,307,108354.164341
0.407935,887,108528.472226
0.872917,263,108576.025128
0.740758,519,108683.622476
0.778676,455,108738.653598
-5.252536,361,108787.623831
-5.34724,581,108906.126319
-5.345133,530,108983.003596
0.672733,824,109120.189417
0.129271,1520,109372.078708
0.839383,327,109408.144162
0.71317,456,109493.840183
0.762717,465,109536.894475
0.834233,424,109598.474515
-5.23995,416,109695.323807
0.871925,306,109730.570113
-5.190067,293,109768.708447
0.53625,1106,109936.307482
0.639097,496,109988.789331
0.661817,758,110114.575379
-5.352583,713,110266.20277
0.668775,716,110347.693971
0.821683,358,110387.868169
-2.681683,3000,110922.816411
0.405303,817,111033.200344
0.78415,464,111154.098456
0.753981,414,111207.839101
