#{"t_start": 1623224005.2343886, "env_id": "ShipNav-v1"}
r,l,t
90.460473,58,6280.596378
87.941667,690,6294.964945
69.479322,29,6295.566753
-2.96583,465,6314.220754
95.022274,191,6318.140527
88.310671,667,6332.057322
93.603071,306,6350.730691
-7.057989,345,6357.9895
-48.587992,188,6361.851025
-13.886674,387,6369.821182
81.418021,1097,6402.048344
93.418472,341,6409.219113
92.919103,356,6425.048704
87.915721,691,6439.412886
90.041608,558,6463.151008
93.83438,218,6467.686028
90.676901,514,6478.572167
88.695015,636,6500.090795
-30.429671,223,6504.684546
48.520294,6,6504.805827
94.326982,228,6509.724356
93.033045,357,6517.084579
-6.546852,646,6538.923727
90.787556,513,6549.563441
81.504576,1084,6576.754581
-49.689685,1,6576.78142
92.842571,338,6588.499866
91.779756,40,6589.31658
90.818931,516,6600.21663
84.501162,371,6608.028158
89.537285,587,6629.316644
83.674516,959,6658.610319
91.532705,455,6668.163257
95.519615,127,6670.774808
94.616972,252,6675.946902
90.088853,557,6693.364519
78.226564,1288,6727.141023
93.658776,322,6733.680377
95.466495,116,6736.067284
-33.979052,559,6747.686528
76.974772,558,6812.978892
86.717487,772,6836.982268
89.970395,558,6848.317139
-25.2611,367,6855.972698
95.064488,201,6860.006215
41.743566,654,6881.71569
93.144909,342,6888.714023
95.150384,155,6892.008343
94.443504,256,6900.996687
92.526345,368,6908.684217
94.162993,275,6914.246577
-3.43294,404,6922.64061
92.997439,361,6940.35615
94.600484,232,6945.081339
95.754155,132,6947.757813
91.927866,411,6956.310331
88.109991,683,6977.675796
81.092223,1121,7011.506211
91.726336,440,7020.42198
87.525991,725,7042.64383
95.357287,143,7045.566882
93.948615,287,7051.546199
85.779844,833,7078.495355
92.878212,362,7085.964157
93.473973,324,7092.647822
78.544513,1270,7128.208271
56.505747,857,7216.619728
90.360235,328,7223.473382
-3.810109,623,7242.037936
-14.490631,602,7254.372396
19.796958,1017,7281.298789
-7.170859,376,7289.037108
85.28752,858,7318.309981
92.789196,281,7324.289739
95.540698,184,7328.067161
94.208166,234,7339.717579
19.533747,525,7350.543435
91.232082,483,7360.510294
85.237816,863,7387.247707
88.928586,627,7412.82936
91.392361,469,7422.489504
13.039946,480,7432.208276
92.484291,59,7433.412605
94.82666,219,7446.376932
95.137356,85,7448.062757
80.920896,1122,7471.183678
84.503333,910,7494.646881
86.963625,754,7516.649686
85.569112,835,7534.054195
-22.89771,310,7547.578267
93.112978,294,7553.576307
11.95462,813,7581.268957
94.826918,211,7585.533088
91.613853,468,7595.329649
95.094028,92,7597.202013
83.61739,950,7623.992907
94.780219,141,7627.080426
86.272369,803,7649.077912
46.526832,6,7649.198234
91.189929,467,7658.950879
87.674576,715,7677.379653
81.640181,1079,7708.591729
73.319104,1588,7754.354102
-30.825817,646,7767.917502
91.706455,456,7782.610991
78.43925,1279,7824.161284
82.807359,1006,7851.002284
86.125691,806,7867.758741
89.86897,575,7886.35204
83.808103,156,7889.570372
88.370689,668,7903.502654
93.010567,380,7921.813918
86.64536,773,7937.892875
95.329631,184,7941.654354
92.697899,389,7956.541989
92.11214,259,7961.880153
93.212878,340,7969.057498
87.137538,743,7992.058848
89.333815,604,8004.526076
91.746307,454,8019.212098
90.768631,512,8029.81159
95.008133,209,8034.123222
-56.11348,41,8034.963014
88.139921,675,8058.285035
93.744666,64,8059.688103
88.225157,677,8073.606827
92.751856,387,8086.770496
94.75003,171,8090.268514
94.499033,111,8092.660809
93.65542,286,8098.575694
91.877804,432,8107.615994
91.936243,445,8122.29574
93.418179,89,8124.119957
91.210601,482,8133.981525
4.73608,398,8146.991502
-55.199801,108,8149.191065
-1.63917,654,8162.52249
89.506841,594,8182.29888
-14.022649,318,8188.896418
85.530876,845,8212.790974
26.09771,473,8222.593054
95.578105,97,8224.580932
91.407542,478,8234.355098
88.931359,635,8251.925828
9.702689,519,8262.77638
93.450436,65,8264.097847
90.060504,554,8281.637779
86.505733,791,8306.683573
80.799965,1134,8330.361985
92.240442,420,8344.820347
-4.884705,401,8352.989442
94.542334,242,8357.995579
90.31466,544,8374.686928
89.076968,623,8387.570951
92.78794,357,8395.203807
91.335804,477,8412.701947
94.131627,277,8418.409114
83.375332,977,8463.528425
0.974537,327,8470.242996
-5.544986,556,8487.244493
90.046525,556,8498.750245
-50.191431,1,8498.783467
86.847848,762,8519.316596
94.998939,206,8523.496557
-4.748059,433,8532.454613
95.560423,126,8535.377372
89.144242,615,8555.986895
93.256297,336,8563.044753
94.830679,211,8567.36037
95.41008,136,8570.140935
-26.414469,305,8582.28023
94.452874,73,8583.818757
95.510653,188,8587.843821
95.051797,89,8589.608276
93.314902,350,8596.653152
88.76914,640,8617.737165
91.22746,467,8627.341746
95.110665,207,8631.722959
-3.820033,577,8649.413592
84.767408,891,8667.896341
94.819145,122,8670.417247
92.628621,377,8685.534294
93.766044,238,8690.591235
92.751042,366,8698.172437
21.791944,692,8721.643368
-52.231911,130,8724.382927
94.851545,107,8726.622304
89.987006,563,8738.340583
-16.093975,650,8757.511804
94.467832,226,8762.119817
92.516673,375,8769.924085
93.130932,239,8781.352729
95.215461,176,8784.934705
93.868299,178,8788.740275
84.297502,921,8817.031764
92.650201,393,8825.036417
85.332569,855,8850.597838
90.5749,531,8861.681559
84.986248,873,8888.033315
94.158618,219,8892.578821
89.420412,599,8904.950564
89.657504,584,8925.276832
71.559519,1688,8967.856574
-48.775448,1,8967.882984
94.567366,246,8972.994278
85.12518,868,8996.822432
93.452794,138,8999.64979
84.302869,916,9024.201041
92.944986,381,9032.023847
79.887571,1185,9065.430997
86.980494,750,9085.196764
89.672751,584,9097.25814
93.018199,66,9098.588838
92.370635,50,9099.589489
16.513923,1175,9131.543273
-28.454482,705,9154.268113
89.970217,564,9165.85797
92.462153,120,9168.239696
-4.316197,347,9180.911671
90.607121,42,9181.820935
89.422419,602,9194.22295
92.02256,442,9208.835274
93.839162,305,9215.23136
88.16121,679,9229.059021
94.370307,156,9232.245995
84.358632,919,9257.430418
89.643847,583,9275.662329
91.350368,472,9285.409317
75.307048,1464,9324.081985
86.535576,783,9348.231649
88.594704,656,9361.98115
93.374189,333,9375.102459
94.926822,219,9379.560498
80.257378,1167,9408.754311
90.549584,532,9419.845514
81.176068,1108,9457.472682
94.61046,221,9462.267874
90.865892,503,9480.101947
91.105678,494,9490.310975
-50.283571,1,9490.421236
82.631087,130,9493.171568
-54.170531,132,9496.050258
80.977722,1116,9524.26034
94.30172,274,9530.138216
91.821757,420,9547.530986
-31.784609,327,9554.44582
-44.720733,514,9565.004981
77.383801,1331,9603.872684
93.029433,369,9617.913814
92.699887,379,9625.676286
94.249106,182,9629.428277
-51.195844,1,9629.455606
93.879163,228,9634.276423
95.272509,105,9636.36355
93.596666,316,9649.175892
92.283971,415,9657.63897
-48.26626,22,9658.101726
92.023728,422,9666.777802
94.015734,179,9676.798378
80.114421,1175,9700.654989
95.282886,192,9711.458717
84.334718,911,9730.774096
82.00631,1058,9760.855241
91.267158,469,9782.709629
95.272855,180,9786.441354
87.204218,215,9790.83959
91.221252,487,9800.993523
-45.674262,188,9804.858413
83.780466,947,9834.428465
89.226906,38,9835.180822
93.752629,279,9840.816239
83.527642,167,9851.797826
84.120602,928,9870.316835
94.189735,280,9883.09074
92.975686,338,9889.777946
91.967002,411,9897.862303
89.807048,574,9916.639479
-22.994259,391,9924.342801
93.639294,326,9930.764505
93.408991,230,9935.348209
81.693836,1080,9962.61892
93.502362,333,9969.339748
80.633305,43,9970.201236
89.854335,571,9987.547399
89.834709,562,9998.692784
90.713135,519,10014.919204
-449.786298,6000,10164.585292
7.669275,763,10179.830942
90.886867,484,10211.455742
91.881407,454,10220.555717
94.164166,270,10225.974796
90.073417,560,10241.943721
86.699518,25,10242.45642
64.90457,1425,10312.082359
95.466176,133,10314.780349
83.763207,937,10340.402716
91.13242,491,10350.197029
89.93474,572,10370.076323
90.956685,512,10380.244217
79.170393,209,10384.453389
94.741649,230,10389.056743
91.355618,481,10407.809572
93.141053,64,10409.110211
-92.23681,1750,10485.067114
86.752115,740,10508.585233
45.4616,1870,10577.533123
88.648982,648,10601.419256
84.255132,920,10619.895168
91.657801,452,10635.110132
94.766305,224,10639.642547
88.765158,640,10660.552573
87.371289,736,10675.34891
84.429191,910,10699.296262
-14.706505,655,10712.471195
92.514235,389,10723.411653
93.171515,267,10728.827008
84.068986,926,10754.826796
-38.343782,399,10762.829023
80.365074,1158,10791.803442
83.591176,966,10817.705608
91.664648,453,10826.885346
94.40958,260,10832.097257
-9.845418,429,10845.883688
90.413145,537,10856.739212
90.370713,532,10867.498182
89.25446,618,10888.063693
90.348054,548,10899.107069
92.489258,403,10913.516116
94.829484,158,10916.628644
91.326672,473,10926.076164
90.44479,537,10941.280437
82.500824,141,10944.165411
85.372839,849,10961.121783
89.949361,551,10978.378412
95.361904,143,10981.281794
81.105316,1120,11010.223495
91.524808,458,11019.174135
89.982859,564,11035.227389
92.665736,365,11042.390803
93.844725,62,11043.606522
91.272342,488,11053.151678
89.222512,607,11069.75376
83.794671,90,11071.52953
95.082761,147,11074.414587
25.447207,1056,11100.00463
91.406899,466,11109.098279
94.955011,151,11112.067003
93.532488,337,11125.132792
94.359253,256,11130.121748
-5.804556,763,11144.998845
89.636479,578,11161.497953
93.839511,60,11162.679707
0.271329,578,11173.959433
-3.348865,864,11195.116177
94.23835,291,11200.819774
91.838744,446,11212.727545
93.270865,349,11219.513673
79.765362,1195,11249.433143
91.199115,483,11258.781149
93.706493,216,11268.839169
94.672432,186,11272.481045
93.435798,82,11274.088137
5.038211,499,11283.845664
90.235539,552,11301.913152
92.939796,378,11309.242277
-7.645774,322,11315.500658
30.111545,762,11334.779069
94.403815,234,11339.365135
90.754223,502,11349.097787
0.555502,530,11362.465899
90.794121,90,11364.20654
90.171773,551,11374.862488
-5.566145,356,11387.841933
86.198787,803,11403.417134
-9.041842,662,11422.684793
87.049135,742,11437.157181
92.911529,46,11438.036439
-114.608388,1642,11558.122379
68.418264,588,11569.447787
86.106776,808,11594.985377
89.173561,618,11607.185752
-50.730977,1,11607.21134
83.083547,994,11636.591981
77.830246,1308,11669.422627
91.737913,441,11677.934064
0.801404,442,11694.250885
95.401773,167,11697.502361
94.244181,284,11703.030936
91.198438,490,11721.194556
-128.523098,419,11729.318165
87.216351,730,11752.266445
95.491355,112,11754.401482
88.20757,675,11767.51892
95.114783,208,11771.552551
85.395731,853,11792.81605
95.334011,117,11795.100079
84.777056,887,11831.81464
-13.133482,370,11838.92538
86.329054,455,11847.696875
-21.080289,414,11862.900707
95.590719,112,11865.092539
87.672599,709,11878.673469
87.384021,732,11898.21864
93.272659,349,11904.93386
89.63376,594,11920.802728
92.881605,385,11928.269659
94.380092,207,11932.319897
84.917493,881,11957.075793
91.736399,451,11965.879911
94.080144,281,11975.885186
90.272865,62,11977.090629
-50.126532,10,11977.322009
94.096329,273,11982.627372
81.399564,1087,12011.780887
91.212307,186,12015.412441
93.892262,290,12021.069521
91.74904,447,12029.768942
8.991927,349,12040.482173
94.424426,72,12041.879198
94.984363,208,12045.9447
90.885421,510,12055.845441
84.180733,924,12078.962669
-17.892104,534,12094.697632
92.375148,412,12102.711173
87.144884,728,12116.948076
87.942354,695,12136.428178
91.255533,481,12145.755829
94.261716,70,12147.143142
86.165279,800,12170.772022
-67.206229,1,12170.799557
90.912777,252,12175.642034
94.833458,233,12180.186414
83.603131,966,12207.20809
90.484957,516,12225.419111
-25.482474,316,12231.603999
80.021566,1183,12260.715344
-13.953619,363,12267.789862
94.799399,141,12270.574894
92.260542,43,12271.404073
93.070129,366,12300.308392
86.598284,776,12315.448942
92.937259,362,12322.500663
84.028242,934,12363.192501
88.098357,670,12380.459154
94.053336,237,12385.125691
95.496348,136,12387.767227
90.308478,532,12398.130624
95.003514,108,12406.514424
43.027296,6,12406.62797
88.442894,666,12419.649379
93.336977,344,12426.375362
79.05628,1230,12459.624036
95.668569,121,12461.985085
87.257689,734,12481.229103
93.617222,294,12486.851732
89.296186,603,12505.151221
79.927778,1189,12534.369073
93.90896,317,12540.728519
92.554685,398,12548.705306
94.936309,154,12551.828261
-51.236354,1,12551.854434
86.051869,812,12577.433178
81.665686,1085,12606.006018
93.613964,334,12612.767321
84.690632,887,12636.371793
90.278165,165,12639.691685
93.487729,335,12646.463389
-46.586319,406,12659.750401
89.707112,586,12671.602043
85.242004,865,12696.822689
92.471381,390,12704.695785
87.265779,736,12726.061495
94.03067,291,12731.935686
92.169388,424,12740.517681
17.344872,541,12755.033427
83.15515,991,12774.990382
95.414136,144,12786.38032
94.750261,235,12791.072399
-4.533348,280,12796.650423
89.969847,565,12807.946827
86.138508,812,12834.615058
93.133533,250,12839.597907
90.730916,516,12856.225737
92.257756,424,12864.613068
87.25697,738,12888.168453
95.377706,163,12891.504341
-21.418213,328,12898.119939
76.191128,1414,12934.541777
82.541158,1029,12962.806135
92.856779,362,12970.092397
95.148934,149,12973.151726
92.404782,403,12990.075369
88.064795,689,13003.99465
93.806095,319,13021.822222
88.856281,634,13034.629663
86.71115,770,13058.630456
87.011674,754,13073.89718
93.529248,325,13083.595651
86.606243,777,13099.285487
93.200824,98,13101.257097
94.326324,245,13106.269421
78.485911,1275,13137.953256
92.064832,428,13154.278772
94.602332,113,13156.569322
90.960806,502,13166.76435
85.359143,854,13190.085995
-17.685893,442,13198.796899
91.366793,464,13214.684361
92.046233,428,13223.344286
87.984573,693,13244.946203
83.867044,946,13264.158215
94.129523,71,13265.587714
87.050913,745,13289.855671
-54.774473,69,13291.245289
87.705151,710,13314.236218
95.101791,157,13317.30491
79.16704,1225,13350.068246
-66.586155,1,13350.102712
89.446851,604,13362.310656
95.446949,136,13365.050061
81.182497,1114,13393.303222
93.691269,290,13399.216525
91.989662,423,13413.658495
-24.285148,324,13420.081128
89.640615,596,13438.365207
5.14101,236,13443.137015
93.043689,326,13449.560625
87.194045,737,13476.002164
88.728271,649,13488.682495
93.026916,327,13495.271588
88.945859,632,13513.304574
95.529122,106,13515.334606
89.850483,580,13526.579905
93.006094,293,13536.106377
15.708592,196,13539.861428
25.981354,546,13550.633198
92.389274,398,13563.310963
87.417883,719,13577.297448
80.892838,1125,13604.051353
93.515633,334,13610.418987
95.211541,144,13613.182952
94.231516,128,13615.662778
10.385804,734,13632.124829
95.154912,182,13635.88076
92.334828,58,13637.0965
90.994703,504,13656.108097
95.320279,172,13659.65398
87.355463,732,13674.825221
89.576461,596,13694.134708
93.489735,308,13700.060084
89.39289,602,13717.354689
93.286317,342,13724.160231
93.45483,341,13730.814891
86.983267,755,13755.053889
86.55914,773,13770.493424
93.197198,66,13771.805171
84.304378,919,13799.595429
91.544019,466,13814.630205
0.882036,453,13823.56423
89.25279,33,13824.27182
78.50649,911,13879.805626
80.333379,1163,13911.334407
89.085746,31,13911.961134
10.375171,553,13923.113503
93.517611,325,13929.6278
94.950876,182,13933.289425
95.167431,125,13944.685558
95.009429,211,13948.931035
91.337387,488,13958.712129
46.738039,2044,14013.354095
90.919156,499,14023.358161
90.538033,527,14039.763803
94.566841,232,14044.409982
89.631948,583,14056.167274
16.809208,635,14073.664943
4.199206,408,14081.5184
84.211799,927,14107.76128
91.753977,460,14117.077112
92.22902,49,14118.042757
91.900995,425,14132.830311
94.488037,210,14137.02932
88.072283,682,14150.579379
87.037898,747,14172.311851
91.637956,459,14181.350468
93.887004,80,14182.911599
86.326355,126,14185.40867
-25.429643,210,14214.282789
82.16888,1049,14235.422154
86.611208,779,14256.741132
85.475934,24,14257.23541
89.89988,178,14260.726525
90.45212,540,14279.703438
94.888878,85,14281.430608
-28.636626,228,14285.995033
94.208692,227,14290.515346
94.024512,218,14294.944947
84.608433,903,14319.068655
93.642886,123,14321.538893
93.902883,131,14324.196266
94.706626,91,14326.01898
17.747763,644,14343.138134
95.175481,183,14346.805697
89.963136,42,14347.63402
94.797129,227,14352.175
83.672808,959,14378.818848
89.766841,583,14390.422278
87.600468,714,14409.556136
2.638723,440,14418.276414
94.522427,106,14420.421317
84.967781,881,14443.486236
87.443216,725,14464.070916
86.49254,791,14479.898981
93.546143,291,14485.799231
93.782853,265,14498.366146
89.609519,589,14510.084153
90.648897,527,14530.041962
87.448064,723,14544.508913
92.057057,433,14559.553107
86.712335,777,14574.645006
93.883441,307,14580.669871
89.76803,577,14597.418653
87.756507,708,14611.261291
94.58884,245,14621.035397
86.748316,765,14635.829033
85.816243,825,14657.676791
6.688535,473,14666.883532
93.736135,292,14672.559376
78.870146,1252,14704.823353
88.614429,29,14707.657535
90.346592,204,14711.930512
75.527629,1455,14751.148935
89.092882,622,14763.706535
91.622266,431,14778.816151
94.749216,237,14783.464781
93.122444,366,14790.758623
-6.057968,423,14805.254786
93.801168,279,14810.814098
-21.383869,401,14818.799252
93.512325,329,14825.462171
90.553959,528,14845.500015
78.589817,1268,14880.128018
-12.628427,397,14887.876166
88.880652,633,14911.643077
90.056114,552,14922.369118
87.14271,745,14943.48161
91.877625,444,14952.158427
92.074519,408,14960.278619
84.40546,914,14985.17759
79.922778,1188,15017.003451
94.939088,233,15021.75839
94.948885,181,15025.490721
93.061368,366,15041.519758
-2.566734,556,15052.917947
94.991829,177,15056.510878
6.4027,919,15080.460887
95.661407,134,15083.215607
92.517434,390,15091.297958
84.242949,921,15117.170724
24.56529,1380,15151.335572
94.536887,258,15156.688689
89.93317,570,15175.500112
94.627099,251,15180.661034
95.362901,121,15183.155204
93.761351,84,15184.86625
79.714816,1197,15219.0246
94.859139,89,15220.734138
90.164414,554,15243.635139
90.598578,511,15254.165932
88.012887,686,15276.537416
88.181612,684,15290.392074
86.153082,805,15314.73007
86.306025,795,15330.873244
86.004613,819,15355.63772
90.156426,183,15359.349541
84.181934,931,15387.356824
92.922923,104,15389.464169
85.905783,819,15415.039533
89.875295,575,15426.717058
-48.404299,189,15430.573608
86.080927,812,15457.304028
89.067277,626,15477.329499
94.966929,136,15480.093122
92.066109,434,15488.862167
90.722521,506,15499.143414
85.098666,869,15520.657066
94.820932,207,15524.918966
88.297849,674,15543.311468
93.618337,196,15547.31543
82.367255,1041,15576.169734
5.655984,904,15594.866225
93.522708,314,15610.667101
90.239722,553,15622.083382
-10.429276,390,15630.046803
87.459601,726,15649.445806
86.340868,794,15670.199079
20.0753,330,15676.926379
-5.849229,575,15688.637362
93.739515,174,15697.311126
88.931657,630,15710.119601
86.849792,761,15731.886691
93.045362,306,15738.076517
30.227012,448,15747.27634
93.481352,307,15757.042131
15.755842,388,15764.891424
94.040965,297,15770.943844
95.322376,158,15774.211196
95.339382,127,15776.881023
-13.331787,171,15780.457714
-22.865425,268,15792.539881
86.113691,807,15809.089387
87.009858,747,15827.924803
95.253758,147,15830.882647
94.892466,188,15834.705469
84.652054,901,15858.262615
88.548015,652,15871.480875
17.839346,3,15871.544324
94.743394,235,15884.253555
93.976588,205,15888.39948
-3.397111,668,15902.081973
93.683408,86,15903.859782
94.765168,215,15917.049193
90.23612,548,15928.149558
86.205702,803,15950.687383
80.091003,1171,15985.630099
91.982963,403,15993.456382
94.018877,142,15996.372561
91.608048,240,16001.298818
89.072851,607,16020.58885
90.990794,503,16030.869668
91.975579,67,16032.235939
93.956803,212,16036.632274
91.679627,443,16055.456562
94.894352,82,16057.155457
86.030433,814,16073.860561
94.778638,235,16086.915468
93.854056,262,16092.203356
92.344466,390,16100.130636
95.164181,108,16102.332652
90.597142,516,16118.876642
86.770647,767,16134.412046
